AggGroup,scale_factor,FractionalChange_mean,FractionalChange_std,RatioChange_mean ,RatioChange_std,Production_scenario_mean ,Production_scenario_std  ,Production_base_mean ,Production_base_std
microbe,1.3,-0.000174042,0.000607071,0.999825958,0.000607071,1442.632731,586.3667219,1442.871025,586.4360943
micro_zooplankton,1.3,-0.000343114,0.000612289,0.999656886,0.000612289,1399.311682,803.7255179,1399.708761,803.840665
meso_zooplankton,1.3,-0.000900403,0.001150307,0.999099597,0.001150307,5141.77423,804.7687549,5145.935328,803.2003794
macro_zooplankton,1.3,-0.025772327,0.023876884,0.974227673,0.023876884,54.60749235,17.95031779,56.12382074,18.59171186
eupahusiids,1.3,-0.006021729,0.008268099,0.993978271,0.008268099,22.98019821,14.08843679,23.0865655,14.09379831
gelatinous_zoop,1.3,-0.023058864,0.02127626,0.976941136,0.02127626,236.8318648,123.3503287,241.7960124,123.9773978
large_jellyfish,1.3,0.26443761,0.028064103,1.26443761,0.028064103,196.0558016,85.02918498,154.5383302,66.01635227
gulf_menhaden,1.3,-0.021659408,0.019206797,0.978340592,0.019206797,694.1814467,361.0726814,706.4577296,361.1212632
forage_fish,1.3,-0.054815966,0.03871379,0.945184034,0.03871379,86.88650953,44.82164857,92.09096738,47.23935341
pelagic_fish_planktivore,1.3,-0.029142644,0.019696077,0.970857356,0.019696077,250.1958488,75.79174247,257.479067,77.47823715
demersal_fish_piscivore,1.3,-0.01939411,0.014519624,0.98060589,0.014519624,8.505224901,2.704372863,8.673111889,2.748601651
demersal_fish_benthivore,1.3,-0.026699119,0.019620142,0.973300881,0.019620142,142.2630391,38.56307174,146.2283101,39.73715399
pelagic_fish_apex_predator,1.3,-0.025484922,0.014232026,0.974515078,0.014232026,3.722803408,1.462524796,3.815147456,1.483397213
pelagic_fish_piscivore,1.3,-0.035483576,0.020600645,0.964516424,0.020600645,25.19662513,7.802738008,26.09034044,7.925384366
cepahlopods,1.3,-0.095194655,0.047264157,0.904805345,0.047264157,24.39651535,8.856949876,26.86065739,9.368870188
benthos_epifauna,1.3,-0.004270113,0.004689067,0.995729887,0.004689067,115.9709021,40.00960301,116.4295319,40.05264447
benthos_filter_feeders,1.3,-0.000790023,0.001861293,0.999209977,0.001861293,391.8264327,182.6145278,392.2103859,183.1136223
benthos_infauna,1.3,-0.001672182,0.002866504,0.998327818,0.002866504,105.7172463,47.13910244,105.9374784,47.59256127
seabirds,1.3,-0.031597181,0.021010906,0.968402819,0.021010906,0.06377933,0.030407272,0.065782148,0.031180238
turtle,1.3,-0.004183305,0.079034126,0.995816695,0.079034126,0.007493223,0.004727701,0.007411844,0.004272574
odontocetes,1.3,-0.061702331,0.03236599,0.938297669,0.03236599,0.480279692,0.28302768,0.513426597,0.305648213
baleen_whales,1.3,-0.163131171,0.12838787,0.836868829,0.12838787,0.000124317,7.98E-05,0.000147937,8.85E-05
fish_eggs,1.3,-0.026331814,0.015674883,0.973668186,0.015674883,5.839216947,1.530533191,5.989398591,1.531216769
detritus_offal,1.3,-0.02214774,0.017964144,0.97785226,0.017964144,0.807341695,0.735862416,0.82187267,0.743135754
fisheries,1.3,-0.02214774,0.017964144,0.97785226,0.017964144,3.742604578,2.558270912,3.810652448,2.578020199
pelagic_detritus,1.3,-0.000625792,0.000760101,0.999374208,0.000760101,1279.947612,247.9546188,1280.736781,248.0074371
