AggGroup,scale_factor,FractionalChange_mean,FractionalChange_std,RatioChange_mean ,RatioChange_std,Production_scenario_mean ,Production_scenario_std  ,Production_base_mean ,Production_base_std
pelagic_detritus,1.2,1.00E-17,1.70E-16,1,1.79E-16,1511.293168,710.4968137,1511.293168,710.4968137
benthic_detritus,1.2,-0.00207501,0.001141912,0.99792499,0.001141912,73.47201362,16.67012811,73.61645124,16.66907614
NO3,1.25,0,0,0,0,0,0,0,0
pelagic_NH4,1.25,0.009002474,0.003517824,1.009002474,0.003517824,5641.518806,195.6487384,5591.222526,194.1176579
benthic_NH4,1.25,-0.275749264,0.103848704,0.724250736,0.103848704,136.0370997,63.57193576,183.7575339,63.90994748
lg_phytoplankton,1.25,0,0,1,0,1560.383071,1.89E-11,1560.383071,1.89E-11
sm_phytoplankton,1.25,0,0,1,0,4957.843648,4.19E-11,4957.843648,4.19E-11
macroalgae_&_other,1.25,0,0,1,0,2.993160008,5.82E-14,2.993160008,5.82E-14
outside-production,1.25,0.00E+00,0.00E+00,1,0.00E+00,4,0,4,0
micro-zooplankton,1.25,-2.69E-18,7.66E-17,1,8.10E-17,4154.93176,1068.536424,4154.93176,1068.536424
meso-zooplankton,1.25,-0.0043135,0.003565456,0.9956865,0.003565456,2231.67331,592.5558513,2240.681626,592.642402
macro-zooplankton,1.25,-0.034839345,0.030438619,0.965160655,0.030438619,153.9334063,83.17943508,159.4863558,86.05661704
eupahusiids,1.25,-0.020016685,0.012723184,0.979983315,0.012723184,1392.47177,408.6088642,1418.337561,408.3683393
gelatinous_zoop,1.25,-0.02649649,0.031378442,0.97350351,0.031378442,119.6674837,6.27E+01,123.1180372,6.50E+01
large_jellyfish,1.25,0.177246237,0.041098559,1.177246237,0.041098559,867.5378714,233.3534042,739.7158427,206.7189082
cepahlopods,1.25,-0.552028566,0.216690838,0.447971434,0.216690838,12.28955663,13.60365428,23.42786881,15.10832468
forage_fish,1.25,-0.516184712,0.236658795,0.483815288,0.236658795,83.97922005,98.11422769,145.3853294,101.1151519
juvenile_fish,1.25,-0.466978889,0.214733434,0.533021111,0.214733434,17.67059178,16.83622891,30.04758481,19.27278628
pelagic_fish_planktivore,1.25,-0.647585206,0.275734632,0.352414794,0.275734632,4.192832437,8.32761636,9.02772232,9.628653528
pelagic_fish_piscivore,1.25,-0.480671393,0.184513566,0.519328607,0.184513566,3.766219547,3.117334444,6.597225997,3.575415129
apex_predator_fish,1.25,-0.546160244,0.18147614,0.453839756,0.18147614,0.201050441,0.214728605,0.386225123,0.258592249
demersal_fish_piscivore,1.25,-0.577742707,0.181980931,0.422257293,0.181980931,0.786824061,0.891455455,1.592809477,1.093026982
demersal_fish_benthivore,1.25,-0.546007483,0.179249871,0.453992517,0.179249871,11.0697199,1.11E+01,21.28155873,1.23E+01
benthos_infauna,1.25,-0.002367373,0.001340385,0.997632627,0.001340385,36.10193651,1.43E+01,36.18233629,1.43E+01
benthos_filter_feeders,1.25,-0.14077765,0.112301194,0.85922235,0.112301194,11.76673206,6.61E+00,13.58341774,7.05E+00
benthos_detritovores,1.25,-0.007927657,0.009997946,0.992072343,0.009997946,12.07095278,5.150368487,12.1574371,5.160838176
benthos_epifauna,1.25,-0.306860339,0.192461908,0.693139661,0.192461908,27.61464117,22.19279879,39.50885962,25.4317303
seabirds,1.25,-0.523192529,0.191601503,0.476807471,0.191601503,1.239904783,1.276909671,2.285047606,1.437794007
