AggGroup,scale_factor,FractionalChange_mean,FractionalChange_std,RatioChange_mean ,RatioChange_std,Production_scenario_mean ,Production_scenario_std  ,Production_base_mean ,Production_base_std
pelagic_NH4,1.3,-0.002408369,0.001194128,0.997591631,0.001194128,3795.196302,418.0019724,3804.15788,417.2685096
benthic_NH4,1.3,7.25E-05,0.001432627,1.000072462,0.001432627,1642.732815,327.9469594,1642.694366,328.398786
lg_phytoplankton,1.3,0,0,1,0,7511.602896,1.78E-10,7511.602896,1.78E-10
sm_phytoplankton,1.3,0,0,1,0,1022.827288,9.90E-12,1022.827288,9.90E-12
micro-zooplankton,1.3,-0.001141776,0.000891034,0.998858224,0.000891034,4279.558033,1319.451708,4284.182856,1320.413852
meso-zooplankton,1.3,-4.08E-04,4.19E-04,0.999591859,4.19E-04,2545.009433,853.9262145,2545.927923,853.8679299
macro-zooplankton,1.3,-4.61E-02,2.61E-02,0.953860674,2.61E-02,434.9070933,181.6467037,453.9173248,184.0760253
eupahusiids,1.3,-0.007515524,0.008342753,0.992484476,0.008342753,873.4797511,397.9045788,878.8370347,397.8637248
gelatinous_zoop,1.3,-0.025192154,0.018270863,0.974807846,0.018270863,494.0218978,240.1804687,505.1274336,241.1423447
large_jellyfish,1.3,0.276499768,0.02354314,1.276499768,0.02354314,240.7162999,96.68228986,188.6746153,75.84627863
cepahlopods,1.3,-0.069118356,0.044656816,0.930881644,0.044656816,25.55577644,12.64954165,27.27857146,13.02609029
forage_fish,1.3,-0.048103307,0.028716681,0.951896693,0.028716681,146.084564,64.22228203,152.7771205,65.2790529
juvenile_fish,1.3,-0.092071681,0.048904855,0.907928319,0.048904855,47.78538552,24.755221,52.46847812,26.53292767
pelagic_fish_planktivore,1.3,-0.068113127,0.048973188,0.931886873,0.048973188,9.757349383,6.005881308,10.31350985,6.069933853
pelagic_fish_piscivore,1.3,-0.038295611,0.022094042,0.961704389,0.022094042,108.6772849,42.35645834,112.6195137,42.73921954
pelagic_fish_apex_predator,1.3,-0.045338114,0.023812241,0.954661886,0.023812241,0.150000566,0.094774678,0.156515651,0.097456555
demersal_fish_piscivore,1.3,-0.013061757,0.009700084,0.986938243,0.009700084,53.88647948,36.87462195,54.43458126,37.09701266
demersal_fish_benthivore,1.3,-0.028969369,0.01897616,0.971030631,0.01897616,18.13851473,6.68E+00,18.65539892,6.80E+00
benthos_infauna,1.3,0.005049933,0.002384605,1.005049933,0.002384605,109.3133571,43.45282434,108.7790859,43.27403059
benthos_filter_feeders,1.3,-0.005399507,0.018060983,0.994600493,0.018060983,41.21827134,21.29619488,41.43044096,21.32236977
benthos_detritovores,1.3,0.00029513,0.002258587,1.00029513,0.002258587,14.88333249,8.698205143,14.87467155,8.684445079
benthos_epifauna,1.3,-0.020214927,0.016792533,0.979785073,0.016792533,145.5838504,43.64262042,148.5500371,44.32810488
seabirds,1.3,-0.010684375,0.006275215,0.989315625,0.006275215,121.87365,57.01277228,123.0424215,57.4027364
baleen_whales,1.3,-0.047273967,0.0285616,0.952726033,0.0285616,4.972998279,2.578600389,5.193532375,2.630135162
odontocetes,1.3,-0.029200642,0.024803148,0.970799358,0.024803148,2.767837184,1.383475544,2.854661558,1.430340762
pinnipeds,1.3,-0.024297451,0.013648375,0.975702549,0.013648375,4.871626308,2.573922424,4.979887449,2.605427862
detritus_offal,1.3,-0.006632014,0.003126666,0.993367986,0.003126666,203.1748718,5.96E+01,204.4966676,5.98E+01
fisheries,1.3,-0.036160402,0.019685997,0.963839598,0.019685997,8.237781549,3.60E+00,8.528047162,3.67E+00
pelagic_detritus,1.3,-0.002206504,0.001675969,0.997793496,0.001675969,1383.344029,4.19E+02,1386.121719,4.19E+02
benthic_detritus,1.3,0.005049933,0.002384605,1.005049933,0.002384605,249.6805822,3.91E+01,248.4481512,3.91E+01
NO3,1.35,0,0,0,0,0,0,0,0
pelagic_NH4,1.35,-2.78E-03,1.38E-03,0.997220602,1.38E-03,3793.815693,418.1189499,3804.15788,417.2685096
benthic_NH4,1.35,7.59E-05,1.66E-03,1.000075927,1.66E-03,1642.725994,327.8762323,1642.694366,328.398786
lg_phytoplankton,1.35,0,0,1,0,7511.602896,1.78E-10,7511.602896,1.78E-10
sm_phytoplankton,1.35,0,0,1,0,1022.827288,9.90E-12,1022.827288,9.90E-12
micro-zooplankton,1.35,-0.001331286,0.001038602,0.998668714,0.001038602,4278.789992,1319.292251,4284.182856,1320.413852
meso-zooplankton,1.35,-0.000475931,0.000488168,0.999524069,0.000488168,2544.856907,853.9360813,2545.927923,853.8679299
macro-zooplankton,1.35,-0.052885274,0.029969389,0.947114726,0.029969389,432.1062828,181.322823,453.9173248,184.0760253
eupahusiids,1.35,-0.008767274,0.009732226,0.991232726,0.009732226,872.5874641,397.9174018,878.8370347,397.8637248
gelatinous_zoop,1.35,-0.02932382,0.021296028,0.97067618,0.021296028,492.2019821,240.048341,505.1274336,241.1423447
large_jellyfish,1.35,0.319298536,0.030245006,1.319298536,0.030245006,248.7790163,99.98455467,188.6746153,75.84627863
cepahlopods,1.35,-0.08008136,0.051795834,0.91991864,0.051795834,25.28222993,12.60093809,27.27857146,13.02609029
forage_fish,1.35,-0.055298263,0.03307675,0.944701737,0.03307675,145.0804952,64.08222976,152.7771205,65.2790529
juvenile_fish,1.35,-0.106538201,0.056794118,0.893461799,0.056794118,47.04262159,24.49844422,52.46847812,26.53292767
pelagic_fish_planktivore,1.35,-0.077829374,0.055621366,0.922170626,0.055621366,9.676564619,5.997327861,10.31350985,6.069933853
pelagic_fish_piscivore,1.35,-0.043556843,0.02466298,0.956443157,0.02466298,108.1348399,42.30632679,112.6195137,42.73921954
pelagic_fish_apex_predator,1.35,-0.051966588,0.027338045,0.948033412,0.027338045,0.14905268,0.094404328,0.156515651,0.097456555
demersal_fish_piscivore,1.35,-0.014985282,0.011130147,0.985014718,0.011130147,53.80563852,36.8426836,54.43458126,37.09701266
demersal_fish_benthivore,1.35,-0.033517138,0.022069668,0.966482862,0.022069668,18.05708549,6.668680376,18.65539892,6.795824942
benthos_infauna,1.35,0.005839414,0.002767979,1.005839414,0.002767979,109.3970714,43.4812622,108.7790859,43.27403059
benthos_filter_feeders,1.35,-0.006319303,0.02105602,0.993680697,0.02105602,41.18191711,2.13E+01,41.43044096,2.13E+01
benthos_detritovores,1.35,0.000329201,0.002625231,1.000329201,0.002625231,14.88451761,8.70027527,14.87467155,8.684445079
benthos_epifauna,1.35,-0.02353854,0.019576419,0.97646146,0.019576419,145.0956819,43.54287952,148.5500371,44.32810488
seabirds,1.35,-0.012304865,0.007249027,0.987695135,0.007249027,121.6958396,56.95242306,123.0424215,57.4027364
baleen_whales,1.35,-0.053905847,0.032209926,0.946094153,0.032209926,4.941747603,2.57E+00,5.193532375,2.63E+00
odontocetes,1.35,-0.033511281,0.028662745,0.966488719,0.028662745,2.754918392,1.38E+00,2.854661558,1.43E+00
pinnipeds,1.35,-0.02782793,0.015595853,0.97217207,0.015595853,4.856023134,2.569919618,4.979887449,2.605427862
detritus_offal,1.35,-7.64E-03,3.63E-03,0.992364214,3.63E-03,202.9745213,59.51471354,204.4966676,59.82549715
fisheries,1.35,-4.13E-02,2.23E-02,0.958716224,2.23E-02,8.196791473,3.586155638,8.528047162,3.667854936
pelagic_detritus,1.35,-0.002570047,0.001952462,0.997429953,0.001952462,1382.886061,4.19E+02,1386.121719,4.19E+02
benthic_detritus,1.35,0.005839414,0.002767979,1.005839414,0.002767979,249.8733711,3.92E+01,248.4481512,3.91E+01
NO3,1.4,0,0,0,0,0,0.00E+00,0,0.00E+00
pelagic_NH4,1.4,-0.003143461,0.001571681,0.996856539,0.001571681,3792.460864,418.234144,3804.15788,417.2685096
benthic_NH4,1.4,7.95E-05,0.00188536,1.000079548,0.00188536,1642.719456,327.8060304,1642.694366,328.398786
lg_phytoplankton,1.4,0,0,1,0,7511.602896,1.78E-10,7511.602896,1.78E-10
sm_phytoplankton,1.4,0,0,1,0,1022.827288,9.90E-12,1022.827288,9.90E-12
micro-zooplankton,1.4,-0.001520562,0.001185907,0.998479438,0.001185907,4278.022769,1319.13303,4284.182856,1320.413852
meso-zooplankton,1.4,-0.000543624,0.000557545,0.999456376,0.000557545,2544.704641,853.9460674,2545.927923,853.8679299
macro-zooplankton,1.4,-0.059308578,0.033703485,0.940691422,0.033703485,429.4258066,181.0228169,453.9173248,184.0760253
eupahusiids,1.4,-0.010018695,0.011121395,0.989981305,0.011121395,871.6954318,397.9319692,878.8370347,397.8637248
