AggGroup,scale_factor,FractionalChange_mean,FractionalChange_std,RatioChange_mean ,RatioChange_std,Production_scenario_mean ,Production_scenario_std  ,Production_base_mean ,Production_base_std
pelagic detritus,1.45,0.000442637,0.00036777,1.000442637,0.00036777,2368.875562,674.3471488,2367.899206,674.3131049
benthic detritus,1.45,0.009412791,0.006380625,1.009412791,0.006380625,380.0215079,65.51137345,376.4783443,64.8256998
NO3,1.5,0,0,0,0,0,0,0,0
pelagicNH4,1.5,-0.010630531,0.006451084,0.989369469,0.006451084,6178.445674,631.2435677,6242.703783,616.3012919
benthicNH4,1.5,0.036048224,0.018948227,1.036048224,0.018948227,923.5302643,264.5847972,891.7739353,256.3127934
lg_phytoplankton,1.5,0,0,1,0,8078.9745,2.15E-10,8078.9745,2.15E-10
sm_phytoplankton,1.5,0,0,1,0,3263.49,7.46E-11,3263.49,7.46E-11
microZoop,1.5,0.00060261,0.000516371,1.00060261,0.000516371,5077.473071,1129.864065,5074.712771,1130.412196
mesoZoop,1.5,3.78E-05,3.04E-05,1.000037755,3.04E-05,2698.281174,9.71E+02,2698.185147,9.71E+02
macroZoop,1.5,7.30E-05,8.62E-05,1.000073032,8.62E-05,1199.478903,530.1701402,1199.405317,530.1613163
gelatinousZoop,1.5,-0.248796234,0.212838446,0.751203766,0.212838446,0.013344961,0.011269065,0.018369378,0.013869829
jellyfish,1.5,0.467348618,0.038718984,1.467348618,0.038718984,535.0796522,283.6963394,364.4933266,196.4193074
macrobenthos,1.5,0.010386993,0.006977214,1.010386993,0.006977214,14.28977981,17.76403251,14.14050134,17.56034401
forage_fish,1.5,-0.087147308,0.071162446,0.912852692,0.071162446,1336.084067,591.3796831,1438.951543,586.5548569
mesopelagic,1.5,-0.14388971,0.102886384,0.85611029,0.102886384,149.012577,80.66103777,172.1428689,86.6667051
cephalopods,1.5,-0.119067143,0.078496876,0.880932857,0.078496876,31.57505751,23.13211726,35.49804108,25.28956206
pelagicFishPlanktivore,1.5,-0.169748984,0.170439469,0.830251016,0.170439469,102.2286586,64.52270502,124.8972703,73.6880428
pelagicFishPiscivore,1.5,-0.104173576,0.062525596,0.895826424,0.062525596,119.5355444,6.63E+01,132.3813448,7.03E+01
demersalFishPiscivore,1.5,-0.107092788,0.072724531,0.892907212,0.072724531,22.92356497,9.91E+00,25.47973901,1.03E+01
demersalFishBenthivore,1.5,-0.104076973,0.117567365,0.895923027,0.117567365,84.95045849,4.23E+01,95.06010572,4.51E+01
pelagicFishApexPred,1.5,-0.099933029,0.057371228,0.900066971,0.057371228,0.144771987,0.103219924,0.159640314,0.110636538
seabirds,1.5,-0.099210315,0.082460488,0.900789685,0.082460488,3.203901958,2.439054133,3.48130731,2.536373638
odontocetes,1.5,-0.097115193,0.065963717,0.902884807,0.065963717,4.102990047,2.100779756,4.507419244,2.190963303
turtle,1.5,0.280895149,0.169266941,1.280895149,0.169266941,0.001546661,0.001607255,0.001175351,0.001168638
detritusOffal,1.5,-0.087147308,0.071162446,0.912852692,0.071162446,533.5911798,261.7830693,574.7016749,263.599928
fisheries,1.5,-0.093794943,0.065390269,0.906205057,0.065390269,37.66927975,17.71952158,41.02754063,17.93291297
pelagic detritus,1.5,0.000488281,0.000402457,1.000488281,0.000402457,2368.976379,674.350714,2367.899206,674.3131049
benthic detritus,1.5,0.010386993,0.006977214,1.010386993,0.006977214,380.3875794,65.58097171,376.4783443,64.8256998
NO3,1.55,0,0,0,0,0,0,0,0
pelagicNH4,1.55,-0.011618915,0.007005968,0.988381085,0.007005968,6172.466257,632.6532614,6242.703783,616.3012919
benthicNH4,1.55,0.039436115,0.020626634,1.039436115,0.020626634,926.5115879,265.3911837,891.7739353,256.3127934
lg_phytoplankton,1.55,0,0,1,0,8078.9745,2.15E-10,8078.9745,2.15E-10
sm_phytoplankton,1.55,0,0,1,0,3263.49,7.46E-11,3263.49,7.46E-11
microZoop,1.55,0.000658315,0.000561748,1.000658315,0.000561748,5077.727677,1129.812136,5074.712771,1130.412196
mesoZoop,1.55,4.13E-05,3.31E-05,1.000041274,3.31E-05,2698.290095,971.1158198,2698.185147,971.0904056
macroZoop,1.55,7.95E-05,9.20E-05,1.000079544,9.20E-05,1199.485637,530.1710663,1199.405317,530.1613163
gelatinousZoop,1.55,-0.269406045,0.222353554,0.730593955,0.222353554,0.012953103,0.011121888,0.018369378,0.013869829
jellyfish,1.55,0.512056279,0.046034546,1.512056279,0.046034546,550.8538471,290.2287647,364.4933266,196.4193074
macrobenthos,1.55,0.011347477,0.007569101,1.011347477,0.007569101,14.30376374,17.78361078,14.14050134,17.56034401
forage_fish,1.55,-0.095152044,0.076983169,0.904847956,0.076983169,1326.397475,591.8346345,1438.951543,586.5548569
mesopelagic,1.55,-0.156991709,0.109045964,0.843008291,0.109045964,146.8827651,80.19245312,172.1428689,86.6667051
cephalopods,1.55,-0.130430089,0.0849963,0.869569911,0.0849963,31.19154808,2.29E+01,35.49804108,2.53E+01
pelagicFishPlanktivore,1.55,-0.184105796,0.180431305,0.815894204,0.180431305,100.266406,63.99808715,124.8972703,73.6880428
pelagicFishPiscivore,1.55,-0.113969932,0.067405073,0.886030068,0.067405073,118.3055178,65.92312854,132.3813448,70.25997706
demersalFishPiscivore,1.55,-0.116786804,0.077519921,0.883213196,0.077519921,22.68749126,9.876599765,25.47973901,10.32246111
demersalFishBenthivore,1.55,-0.112625885,0.123872604,0.887374115,0.123872604,84.12324906,42.14161744,95.06010572,45.08407423
pelagicFishApexPred,1.55,-0.109367682,0.062156252,0.890632318,0.062156252,0.143343447,0.1025282,0.159640314,0.110636538
seabirds,1.55,-0.10812067,0.088643492,0.89187933,0.088643492,3.178159025,2.42991137,3.48130731,2.536373638
odontocetes,1.55,-0.105953835,0.070153879,0.894046165,0.070153879,4.065583054,2.092409092,4.507419244,2.190963303
turtle,1.55,0.308203404,0.184170073,1.308203404,0.184170073,0.001581426,0.001647354,0.001175351,0.001168638
detritusOffal,1.55,-0.095152044,0.076983169,0.904847956,0.076983169,529.7220104,2.62E+02,574.7016749,2.64E+02
fisheries,1.55,-0.102324831,0.070158601,0.897675169,0.070158601,37.35608362,1.77E+01,41.02754063,1.79E+01
pelagic detritus,1.55,0.000533338,0.000437151,1.000533338,0.000437151,2369.07584,6.74E+02,2367.899206,6.74E+02
benthic detritus,1.55,0.011347477,0.007569101,1.011347477,0.007569101,380.7484982,65.65079726,376.4783443,64.8256998
NO3,1.6,0,0,0,0,0,0,0,0
pelagicNH4,1.6,-0.01259309,0.007553292,0.98740691,0.007553292,6166.570001,634.0244208,6242.703783,616.3012919
benthicNH4,1.6,0.042778069,0.022272531,1.042778069,0.022272531,929.4499403,266.1829173,891.7739353,256.3127934
lg_phytoplankton,1.6,0,0,1,0,8078.9745,2.15E-10,8078.9745,2.15E-10
sm_phytoplankton,1.6,0,0,1,0,3263.49,7.46E-11,3263.49,7.46E-11
microZoop,1.6,0.000713303,0.000607044,1.000713303,0.000607044,5077.9788,1.13E+03,5074.712771,1.13E+03
mesoZoop,1.6,4.47E-05,3.58E-05,1.000044738,3.58E-05,2698.298886,971.1178982,2698.185147,971.0904056
macroZoop,1.6,8.60E-05,9.80E-05,1.000085985,9.80E-05,1199.492284,530.1719585,1199.405317,530.1613163
gelatinousZoop,1.6,-0.289367194,0.231085319,0.710632806,0.231085319,0.012573418,0.010986794,0.018369378,0.013869829
jellyfish,1.6,0.556377379,0.054003984,1.556377379,0.054003984,566.3940346,296.5577006,364.4933266,196.4193074
macrobenthos,1.6,0.012295331,0.008158055,1.012295331,0.008158055,14.31756578,17.80309962,14.14050134,17.56034401
forage_fish,1.6,-0.103012504,0.082644741,0.896987496,0.082644741,1316.837276,592.2420598,1438.951543,586.5548569
mesopelagic,1.6,-0.169948756,0.115247159,0.830051244,0.115247159,144.7728191,79.74948425,172.1428689,86.6667051
cephalopods,1.6,-0.141736651,0.091566873,0.858263349,0.091566873,30.80931389,22.7586706,35.49804108,25.28956206
pelagicFishPlanktivore,1.6,-0.197967378,0.189528617,0.802032622,0.189528617,98.36329979,63.52652651,124.8972703,73.6880428
pelagicFishPiscivore,1.6,-0.123695013,0.072320426,0.876304987,0.072320426,117.0840958,65.5825508,132.3813448,70.25997706
demersalFishPiscivore,1.6,-0.126324258,0.082232359,0.873675742,0.082232359,22.45457277,9.840207251,25.47973901,10.32246111
demersalFishBenthivore,1.6,-0.120848457,0.129669834,0.879151543,0.129669834,83.32309378,41.9747711,95.06010572,45.08407423
pelagicFishApexPred,1.6,-0.118708858,0.066907384,0.881291142,0.066907384,0.141925115,0.101845857,0.159640314,0.110636538
seabirds,1.6,-0.116808996,0.094497035,0.883191004,0.094497035,3.152734932,2.420789031,3.48130731,2.536373638
odontocetes,1.6,-0.114638947,0.074183945,0.885361053,0.074183945,4.028769796,2.084080977,4.507419244,2.190963303
turtle,1.6,0.335309829,0.199137999,1.335309829,0.199137999,0.001615862,0.001687525,0.001175351,0.001168638
detritusOffal,1.6,-0.103012504,0.082644741,0.896987496,0.082644741,525.9034037,261.4328358,574.7016749,263.599928
fisheries,1.6,-0.110697549,0.074774081,0.889302451,0.074774081,37.04815975,17.67575223,41.02754063,17.93291297
pelagic detritus,1.6,0.000577795,0.000471769,1.000577795,0.000471769,2369.173777,674.3566801,2367.899206,674.3131049
benthic detritus,1.6,0.012295331,0.008158055,1.012295331,0.008158055,381.1044898,65.71998563,376.4783443,64.8256998
NO3,1.65,0,0,0,0,0,0,0,0
pelagicNH4,1.65,-0.013549058,0.008086831,0.986450942,0.008086831,6160.782465,6.35E+02,6242.703783,6.16E+02
benthicNH4,1.65,0.046060833,0.023871853,1.046060833,0.023871853,932.3352239,266.9647108,891.7739353,256.3127934
lg_phytoplankton,1.65,0,0,1,0,8078.9745,2.15E-10,8078.9745,2.15E-10
sm_phytoplankton,1.65,0,0,1,0,3263.49,7.46E-11,3263.49,7.46E-11
microZoop,1.65,0.000767319,0.000651733,1.000767319,0.000651733,5078.225105,1129.708643,5074.712771,1130.412196
mesoZoop,1.65,4.81E-05,3.84E-05,1.000048135,3.84E-05,2698.307494,971.1199298,2698.185147,971.0904056
macroZoop,1.65,9.23E-05,0.000103741,1.000092271,0.000103741,1199.498819,530.1729207,1199.405317,530.1613163
gelatinousZoop,1.65,-0.308550752,0.238654438,0.691449248,0.238654438,0.012208467,0.010859229,0.018369378,0.013869829
jellyfish,1.65,0.600187382,0.062543678,1.600187382,0.062543678,581.6291833,302.5638151,364.4933266,196.4193074
macrobenthos,1.65,0.013225312,0.008731147,1.013225312,0.008731147,14.33114122,1.78E+01,14.14050134,1.76E+01
forage_fish,1.65,-0.110650158,0.087617078,0.889349842,0.087617078,1307.456251,5.93E+02,1438.951543,5.87E+02
mesopelagic,1.65,-0.182670175,0.121182631,0.817329825,0.121182631,142.6867617,7.93E+01,172.1428689,8.67E+01
cephalopods,1.65,-0.152923278,0.09798602,0.847076722,0.09798602,30.42836082,22.57985278,35.49804108,25.28956206
pelagicFishPlanktivore,1.65,-0.211315125,0.197944244,0.788684875,0.197944244,96.5335105,63.10292764,124.8972703,73.6880428
pelagicFishPiscivore,1.65,-0.133302436,0.077174806,0.866697564,0.077174806,115.8733735,65.25120236,132.3813448,70.25997706
demersalFishPiscivore,1.65,-0.135619756,0.086532134,0.864380244,0.086532134,22.22619497,9.802351699,25.47973901,10.32246111
demersalFishBenthivore,1.65,-0.128740064,0.134984828,0.871259936,0.134984828,82.54982989,41.81078052,95.06010572,45.08407423
pelagicFishApexPred,1.65,-0.127917241,0.07153523,0.872082759,0.07153523,0.140520644,0.101169821,0.159640314,0.110636538
seabirds,1.65,-0.125213874,0.099634172,0.874786126,0.099634172,3.127794975,2.411768261,3.48130731,2.536373638
odontocetes,1.65,-0.12312551,0.077930685,0.87687449,0.077930685,3.992580314,2.075764838,4.507419244,2.190963303
turtle,1.65,0.36221785,0.214111352,1.36221785,0.214111352,0.00165005,0.001727923,0.001175351,0.001168638
detritusOffal,1.65,-0.110650158,0.087617078,0.889349842,0.087617078,522.1597319,261.2293495,574.7016749,263.599928
fisheries,1.65,-0.118863494,0.079045115,0.881136506,0.079045115,36.74646091,17.65267815,41.02754063,17.93291297
pelagic detritus,1.65,0.000621466,0.000505934,1.000621466,0.000505934,2369.269703,674.3581964,2367.899206,674.3131049
benthic detritus,1.65,0.013225312,0.008731147,1.013225312,0.008731147,381.4537586,65.78869506,376.4783443,64.8256998
NO3,1.7,0,0,0,0,0,0,0,0
pelagicNH4,1.7,-0.014489456,0.008620201,0.985510544,0.008620201,6155.092145,636.7226503,6242.703783,616.3012919
benthicNH4,1.7,0.049290256,0.025456197,1.049290256,0.025456197,935.178003,267.755951,891.7739353,256.3127934
lg_phytoplankton,1.7,0,0,1,0,8078.9745,2.15E-10,8078.9745,2.15E-10
sm_phytoplankton,1.7,0,0,1,0,3263.49,7.46E-11,3263.49,7.46E-11
microZoop,1.7,0.000820486,0.000696454,1.000820486,0.000696454,5078.466823,1129.654338,5074.712771,1130.412196
mesoZoop,1.7,5.14E-05,4.09E-05,1.000051448,4.09E-05,2698.315918,971.122003,2698.185147,971.0904056
macroZoop,1.7,9.84E-05,0.000109453,1.00009843,0.000109453,1199.505256,530.1739171,1199.405317,530.1613163
gelatinousZoop,1.7,-0.326925225,0.245064855,0.673074775,0.245064855,0.011858158,1.07E-02,0.018369378,1.39E-02
jellyfish,1.7,0.64345389,0.071708525,1.64345389,0.071708525,596.5877897,308.4156634,364.4933266,196.4193074
macrobenthos,1.7,0.014136236,0.009288091,1.014136236,0.009288091,14.34448333,17.84186777,14.14050134,17.56034401
forage_fish,1.7,-0.118132491,0.092527063,0.881867509,0.092527063,1298.212801,592.889539,1438.951543,586.5548569
mesopelagic,1.7,-0.195113836,0.126640675,0.804886164,0.126640675,140.6361719,78.89447028,172.1428689,86.6667051
cephalopods,1.7,-0.163999721,0.104270294,0.836000279,0.104270294,30.04905357,22.40666289,35.49804108,25.28956206
pelagicFishPlanktivore,1.7,-0.224109608,0.205683591,0.775890392,0.205683591,94.77565066,62.71870882,124.8972703,73.6880428
pelagicFishPiscivore,1.7,-0.142801764,0.08198133,0.857198236,0.08198133,114.6724009,64.92785883,132.3813448,70.25997706
demersalFishPiscivore,1.7,-0.144723711,0.090666478,0.855276289,0.090666478,22.00229777,9.766441967,25.47973901,10.32246111
demersalFishBenthivore,1.7,-0.136356186,0.140043356,0.863643814,0.140043356,81.80662974,4.17E+01,95.06010572,4.51E+01
pelagicFishApexPred,1.7,-0.137020875,0.076147308,0.862979125,0.076147308,0.139128171,1.01E-01,0.159640314,1.11E-01
seabirds,1.7,-0.133405632,0.104699954,0.866594368,0.104699954,3.103407671,2.40E+00,3.48130731,2.54E+00
odontocetes,1.7,-0.131461095,0.08163986,0.868538905,0.08163986,3.957095385,2.067937201,4.507419244,2.190963303
turtle,1.7,0.388868596,0.228883125,1.388868596,0.228883125,0.00168387,0.001768229,0.001175351,0.001168638
detritusOffal,1.7,-0.118132491,0.092527063,0.881867509,0.092527063,518.4722837,261.0226199,574.7016749,263.599928
fisheries,1.7,-0.126864537,0.083257635,0.873135463,0.083257635,36.45000336,17.62967988,41.02754063,17.93291297
pelagic detritus,1.7,0.00066442,0.000540095,1.00066442,0.000540095,2369.363814,674.3585819,2367.899206,674.3131049
benthic detritus,1.7,0.014136236,0.009288091,1.014136236,0.009288091,381.7965079,65.85995913,376.4783443,64.8256998
NO3,1.75,0,0,0,0,0,0,0,0
pelagicNH4,1.75,-0.015409876,0.009137315,0.984590124,0.009137315,6149.519428,638.0433006,6242.703783,616.3012919
benthicNH4,1.75,0.052460667,0.027019136,1.052460667,0.027019136,937.9654783,268.5266483,891.7739353,256.3127934
lg_phytoplankton,1.75,0,0,1,0,8078.9745,2.15E-10,8078.9745,2.15E-10
sm_phytoplankton,1.75,0,0,1,0,3263.49,7.46E-11,3263.49,7.46E-11
microZoop,1.75,0.000872504,0.000740293,1.000872504,0.000740293,5078.703181,1129.600465,5074.712771,1130.412196
mesoZoop,1.75,5.47E-05,4.33E-05,1.000054687,4.33E-05,2698.324156,971.1240479,2698.185147,971.0904056
macroZoop,1.75,0.000104445,0.000115138,1.000104445,0.000115138,1199.511552,530.1749343,1199.405317,530.1613163
gelatinousZoop,1.75,-0.344563187,0.250631091,0.655436813,0.250631091,0.011523333,0.01062607,0.018369378,0.013869829
jellyfish,1.75,0.686136077,0.081429696,1.686136077,0.081429696,611.2129644,313.9422224,364.4933266,196.4193074
macrobenthos,1.75,0.015027259,0.009831022,1.015027259,0.009831022,14.3576051,17.86093232,14.14050134,17.56034401
forage_fish,1.75,-0.125443891,0.097274121,0.874556109,0.097274121,1289.14581,593.2190317,1438.951543,586.5548569
mesopelagic,1.75,-0.207387059,0.13210523,0.792612941,0.13210523,138.6123669,78.50019958,172.1428689,86.6667051
cephalopods,1.75,-0.174977315,0.110516505,0.825022685,0.110516505,29.6715684,22.23942632,35.49804108,25.28956206
pelagicFishPlanktivore,1.75,-0.236277472,0.212448134,0.763722528,0.212448134,93.11198597,62.34579477,124.8972703,73.6880428
pelagicFishPiscivore,1.75,-0.15218363,0.0867436,0.84781637,0.0867436,113.4824678,6.46E+01,132.3813448,7.03E+01
demersalFishPiscivore,1.75,-0.153591606,0.094481305,0.846408394,0.094481305,21.78392827,9.731519527,25.47973901,10.32246111
demersalFishBenthivore,1.75,-0.14358208,0.144370947,0.85641792,0.144370947,81.09775969,41.52748312,95.06010572,45.08407423
pelagicFishApexPred,1.75,-0.145998103,0.080724256,0.854001897,0.080724256,0.137749414,0.099848504,0.159640314,0.110636538
seabirds,1.75,-0.141339487,0.10928308,0.858660513,0.10928308,3.079628315,2.394359108,3.48130731,2.536373638
odontocetes,1.75,-0.139605731,0.085122464,0.860394269,0.085122464,3.922415512,2.060195304,4.507419244,2.190963303
turtle,1.75,0.415184895,0.243302029,1.415184895,0.243302029,0.001717347,0.001808628,0.001175351,0.001168638
detritusOffal,1.75,-0.125443891,0.097274121,0.874556109,0.097274121,514.8578724,260.8382647,574.7016749,263.599928
fisheries,1.75,-0.134669946,0.087264725,0.865330054,0.087264725,36.16059274,17.60854037,41.02754063,17.93291297
pelagic detritus,1.75,0.000706443,0.000573508,1.000706443,0.000573508,2369.455787,6.74E+02,2367.899206,6.74E+02
benthic detritus,1.75,0.015027259,0.009831022,1.015027259,0.009831022,382.1317269,6.59E+01,376.4783443,6.48E+01
NO3,1.8,0,0,0,0,0,0.00E+00,0,0.00E+00
pelagicNH4,1.8,-0.016312323,0.009637237,0.983687677,0.009637237,6144.055895,639.3421447,6242.703783,616.3012919
benthicNH4,1.8,0.055576136,0.028548752,1.055576136,0.028548752,940.7026148,269.2825338,891.7739353,256.3127934
lg_phytoplankton,1.8,0,0,1,0,8078.9745,2.15E-10,8078.9745,2.15E-10
sm_phytoplankton,1.8,0,0,1,0,3263.49,7.46E-11,3263.49,7.46E-11
microZoop,1.8,0.000923522,0.000782952,1.000923522,0.000782952,5078.934647,1129.546663,5074.712771,1130.412196
mesoZoop,1.8,5.79E-05,4.57E-05,1.000057867,4.57E-05,2698.332216,971.1259969,2698.185147,971.0904056
macroZoop,1.8,0.000110341,0.000120807,1.000110341,0.000120807,1199.517725,530.1759491,1199.405317,530.1613163
gelatinousZoop,1.8,-0.361558505,0.255460519,0.638441495,0.255460519,0.011206976,0.010515609,0.018369378,0.013869829
jellyfish,1.8,0.728300634,0.091668426,1.728300634,0.091668426,625.5372017,319.1413371,364.4933266,196.4193074
macrobenthos,1.8,0.015899808,0.010350365,1.015899808,0.010350365,14.37037248,17.87951451,14.14050134,17.56034401
forage_fish,1.8,-0.132567086,0.101711467,0.867432914,0.101711467,1280.235707,593.5009071,1438.951543,586.5548569
mesopelagic,1.8,-0.219475396,0.137487826,0.780524604,0.137487826,136.6159959,78.12507749,172.1428689,86.6667051
cephalopods,1.8,-0.185883024,0.116801221,0.814116976,0.116801221,29.29566987,22.0779711,35.49804108,25.28956206
pelagicFishPlanktivore,1.8,-0.24794239,0.218458742,0.75205761,0.218458742,91.53634763,61.97380182,124.8972703,73.6880428
pelagicFishPiscivore,1.8,-0.161440681,0.091404578,0.838559319,0.091404578,112.3037807,64.30635508,132.3813448,70.25997706
demersalFishPiscivore,1.8,-0.162253386,0.097959402,0.837746614,0.097959402,21.56992294,9.695996817,25.47973901,10.32246111
demersalFishBenthivore,1.8,-0.150514179,0.148149222,0.849485821,0.148149222,80.41610077,41.38023284,95.06010572,45.08407423
pelagicFishApexPred,1.8,-0.15485645,0.085207238,0.84514355,0.085207238,0.136383775,0.099202796,0.159640314,0.110636538
seabirds,1.8,-0.149023241,0.113379374,0.850976759,0.113379374,3.056379746,2.38571003,3.48130731,2.536373638
odontocetes,1.8,-0.147605766,0.088510841,0.852394234,0.088510841,3.88822287,2.052604823,4.507419244,2.190963303
turtle,1.8,0.441172861,0.25764688,1.441172861,0.25764688,0.00175015,0.001848062,0.001175351,0.001168638
detritusOffal,1.8,-0.132567086,0.101711467,0.867432914,0.101711467,511.3057088,2.61E+02,574.7016749,2.64E+02
fisheries,1.8,-0.142282571,0.091000581,0.857717429,0.091000581,35.87702199,17.58675818,41.02754063,17.93291297
pelagic detritus,1.8,0.000747658,0.000605936,1.000747658,0.000605936,2369.545963,674.3589667,2367.899206,674.3131049
benthic detritus,1.8,0.015899808,0.010350365,1.015899808,0.010350365,382.4599101,65.99790812,376.4783443,64.8256998
NO3,1.85,0,0,0,0,0,0,0,0
pelagicNH4,1.85,-0.017181506,0.010088824,0.982818494,0.010088824,6138.788647,640.5377644,6242.703783,616.3012919
benthicNH4,1.85,0.058591895,0.029977298,1.058591895,0.029977298,943.345345,269.9927998,891.7739353,256.3127934
lg_phytoplankton,1.85,0,0,1,0,8078.9745,2.15E-10,8078.9745,2.15E-10
sm_phytoplankton,1.85,0,0,1,0,3263.49,7.46E-11,3263.49,7.46E-11
microZoop,1.85,0.0009726,0.000822258,1.0009726,0.000822258,5079.15756,1.13E+03,5074.712771,1.13E+03
mesoZoop,1.85,6.09E-05,4.80E-05,1.000060946,4.80E-05,2698.339986,9.71E+02,2698.185147,9.71E+02
macroZoop,1.85,0.000116033,0.000126387,1.000116033,0.000126387,1199.52366,5.30E+02,1199.405317,5.30E+02
gelatinousZoop,1.85,-0.377506942,0.258851079,0.622493058,0.258851079,0.010913518,0.010400789,0.018369378,0.013869829
jellyfish,1.85,0.76955603,0.102273546,1.76955603,0.102273546,639.3306777,323.6341575,364.4933266,196.4193074
macrobenthos,1.85,0.016741409,0.010833505,1.016741409,0.010833505,14.38260775,17.89753689,14.14050134,17.56034401
forage_fish,1.85,-0.139393781,0.105742546,0.860606219,0.105742546,1271.621843,593.6730818,1438.951543,586.5548569
mesopelagic,1.85,-0.231272949,0.142560279,0.768727051,0.142560279,134.6614942,77.76582664,172.1428689,86.6667051
cephalopods,1.85,-0.196653335,0.122991514,0.803346665,0.122991514,28.92231575,21.92254129,35.49804108,25.28956206
pelagicFishPlanktivore,1.85,-0.258712154,0.222898202,0.741287846,0.222898202,90.10407971,61.5533722,124.8972703,73.6880428
pelagicFishPiscivore,1.85,-0.17052784,0.095959724,0.82947216,0.095959724,111.1441785,64.00900013,132.3813448,70.25997706
demersalFishPiscivore,1.85,-0.170585805,0.100953896,0.829414195,0.100953896,21.36384267,9.65938174,25.47973901,10.32246111
demersalFishBenthivore,1.85,-0.156993042,0.151178708,0.843006958,0.151178708,79.78118871,41.22435344,95.06010572,45.08407423
pelagicFishApexPred,1.85,-0.163512711,0.089489272,0.836487289,0.089489272,0.135045036,0.098570324,0.159640314,0.110636538
seabirds,1.85,-0.156294461,0.11674142,0.843705539,0.11674142,3.034118637,2.37690121,3.48130731,2.536373638
odontocetes,1.85,-0.155358247,0.09166626,0.844641753,0.09166626,3.854974443,2.044971007,4.507419244,2.190963303
turtle,1.85,0.466563266,0.271629086,1.466563266,0.271629086,0.00178163,0.001884492,0.001175351,0.001168638
detritusOffal,1.85,-0.139393781,0.105742546,0.860606219,0.105742546,507.8662853,260.4312164,574.7016749,263.599928
fisheries,1.85,-0.149576076,0.094299338,0.850423924,0.094299338,35.60379946,17.56144705,41.02754063,17.93291297
pelagic detritus,1.85,0.00078733,0.000635782,1.00078733,0.000635782,2369.632912,674.3594292,2367.899206,674.3131049
benthic detritus,1.85,0.016741409,0.010833505,1.016741409,0.010833505,382.7758836,66.06075773,376.4783443,64.8256998
NO3,1.9,0,0,0,0,0,0,0,0
pelagicNH4,1.9,-0.018038809,0.010537608,0.981961191,0.010537608,6133.593255,641.7265823,6242.703783,616.3012919
benthicNH4,1.9,0.061565777,0.031386266,1.061565777,0.031386266,945.9525289,270.7069967,891.7739353,256.3127934
lg_phytoplankton,1.9,0,0,1,0,8078.9745,2.15E-10,8078.9745,2.15E-10
sm_phytoplankton,1.9,0,0,1,0,3263.49,7.46E-11,3263.49,7.46E-11
microZoop,1.9,0.001021084,0.000861655,1.001021084,0.000861655,5079.377463,1129.444466,5074.712771,1130.412196
mesoZoop,1.9,6.40E-05,5.02E-05,1.000063969,5.02E-05,2698.347633,971.1296598,2698.185147,971.0904056
macroZoop,1.9,0.000121629,0.000131834,1.000121629,0.000131834,1199.52953,530.1779058,1199.405317,530.1613163
gelatinousZoop,1.9,-0.393005747,0.261962152,0.606994253,0.261962152,0.010630574,0.010288846,0.018369378,0.013869829
jellyfish,1.9,0.81042509,0.113549283,1.81042509,0.113549283,652.9288747,328.0408676,364.4933266,196.4193074
macrobenthos,1.9,0.017571017,0.011315672,1.017571017,0.011315672,14.39464306,1.79E+01,14.14050134,1.76E+01
forage_fish,1.9,-0.146110139,0.109690288,0.853889861,0.109690288,1263.107326,593.8423772,1438.951543,586.5548569
mesopelagic,1.9,-0.242919869,0.147406233,0.757080131,0.147406233,132.7284606,77.41705323,172.1428689,86.6667051
cephalopods,1.9,-0.207343784,0.129091233,0.792656216,0.129091233,28.55025183,21.77283792,35.49804108,25.28956206
pelagicFishPlanktivore,1.9,-0.269098627,0.226921235,0.730901373,0.226921235,88.72494387,61.15296258,124.8972703,73.6880428
pelagicFishPiscivore,1.9,-0.179541445,0.100511735,0.820458555,0.100511735,109.9918933,63.72209386,132.3813448,70.25997706
demersalFishPiscivore,1.9,-0.178779127,0.103852377,0.821220873,0.103852377,21.16073832,9.623120991,25.47973901,10.32246111
demersalFishBenthivore,1.9,-0.16326201,0.154025686,0.83673799,0.154025686,79.1664258,41.07539515,95.06010572,45.08407423
pelagicFishApexPred,1.9,-0.172083579,0.093713493,0.827916421,0.093713493,0.133715987,0.097949181,0.159640314,0.110636538
seabirds,1.9,-0.163402743,0.119967702,0.836597257,0.119967702,3.01216625,2.37E+00,3.48130731,2.54E+00
odontocetes,1.9,-0.163001553,0.094792077,0.836998447,0.094792077,3.822157733,2.04E+00,4.507419244,2.19E+00
turtle,1.9,0.491672155,0.285594541,1.491672155,0.285594541,0.001812385,1.92E-03,0.001175351,1.17E-03
detritusOffal,1.9,-0.146110139,0.109690288,0.853889861,0.109690288,504.4641973,260.214068,574.7016749,263.599928
fisheries,1.9,-0.156736257,0.097491731,0.843263743,0.097491731,35.33417344,17.53550124,41.02754063,17.93291297
pelagic detritus,1.9,0.000826509,0.000665658,1.000826509,0.000665658,2369.718643,674.3593606,2367.899206,674.3131049
benthic detritus,1.9,0.017571017,0.011315672,1.017571017,0.011315672,383.0875274,66.12391588,376.4783443,64.8256998
NO3,1.95,0,0,0,0,0,0,0,0
pelagicNH4,1.95,-0.018875562,0.010959741,0.981124438,0.010959741,6128.514257,642.8182947,6242.703783,616.3012919
benthicNH4,1.95,0.064485832,0.032778948,1.064485832,0.032778948,948.5075067,271.3934594,891.7739353,256.3127934
